Temperature,Stage,Development_Time,Switch,Temp1,Temp2,Switch_Stage,Switch_Times,Exact_Time,Start_Time,Exact_Switch_Time
20.0,30,108.62089191044304,True,20.0,18.0,11.0,9.695348706719283,2024-09-20 21:37:15.210878,2024-09-16 09:00:00,2024-09-16 18:41:43.255344
20.0,30,108.4719016584163,True,20.0,18.0,12.0,11.915104633637384,2024-09-20 21:28:18.845970,2024-09-16 09:00:00,2024-09-16 20:54:54.376681
20.0,30,108.32338540641958,True,20.0,18.0,13.0,14.337741565661378,2024-09-20 21:19:24.187463,2024-09-16 09:00:00,2024-09-16 23:20:15.869636
20.0,30,108.16387214845432,True,20.0,18.0,14.0,16.95727282005174,2024-09-20 21:09:49.939734,2024-09-16 09:00:00,2024-09-17 01:57:26.182152
20.0,30,107.97958299147162,True,20.0,18.0,15.0,19.77106811389369,2024-09-20 20:58:46.498769,2024-09-16 09:00:00,2024-09-17 04:46:15.845210
20.0,30,107.7546000176592,True,20.0,18.0,16.0,22.784182017524913,2024-09-20 20:45:16.560064,2024-09-16 09:00:00,2024-09-17 07:47:03.055263
20.0,30,107.47615419090884,True,20.0,18.0,17.0,26.020029736660987,2024-09-20 20:28:34.155087,2024-09-16 09:00:00,2024-09-17 11:01:12.107052
20.0,30,107.14491191627963,True,20.0,18.0,18.0,29.536705038209483,2024-09-20 20:08:41.682899,2024-09-16 09:00:00,2024-09-17 14:32:12.138138
20.0,30,106.77989380172875,True,20.0,18.0,19.0,33.43810337778286,2024-09-20 19:46:47.617686,2024-09-16 09:00:00,2024-09-17 18:26:17.172160
20.0,30,106.41006411224939,True,20.0,18.0,20.0,37.87462441098541,2024-09-20 19:24:36.230804,2024-09-16 09:00:00,2024-09-17 22:52:28.647880
20.0,30,106.04001805111531,True,20.0,18.0,21.0,43.039348551752774,2024-09-20 19:02:24.064984,2024-09-16 09:00:00,2024-09-18 04:02:21.654786
20.0,30,105.59229326328398,True,20.0,18.0,22.0,49.15336024238526,2024-09-20 18:35:32.255748,2024-09-16 09:00:00,2024-09-18 10:09:12.096873
20.0,30,105.16105327362088,True,20.0,18.0,23.0,56.451842158804425,2024-09-20 18:09:39.791785,2024-09-16 09:00:00,2024-09-18 17:27:06.631772
20.0,30,104.24447038121615,True,20.0,18.0,24.0,65.08537294439735,2024-09-20 17:14:40.093372,2024-09-16 09:00:00,2024-09-19 02:05:07.342600
20.0,30,100.95093793010338,True,20.0,18.0,25.0,74.53808636687279,2024-09-20 13:57:03.376548,2024-09-16 09:00:00,2024-09-19 11:32:17.110921
20.0,30,97.93948468601214,True,20.0,18.0,26.0,83.2186892080825,2024-09-20 10:56:22.144870,2024-09-16 09:00:00,2024-09-19 20:13:07.281149
20.0,30,98.72863170740683,True,20.0,18.0,27.0,89.81081417981581,2024-09-20 11:43:43.074147,2024-09-16 09:00:00,2024-09-20 02:48:38.931047
20.0,30,100.31388904898586,True,20.0,18.0,28.0,94.61440065592087,2024-09-20 13:18:50.000576,2024-09-16 09:00:00,2024-09-20 07:36:51.842361
20.0,30,101.91665176941481,True,20.0,18.0,29.0,98.79875419798434,2024-09-20 14:54:59.946370,2024-09-16 09:00:00,2024-09-20 11:47:55.515113
20.0,40,289.6735889670997,True,20.0,18.0,0.0,0.0,2024-09-28 10:40:24.920282,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
20.0,40,289.6735889670997,True,20.0,18.0,1.0,0.0,2024-09-28 10:40:24.920282,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
20.0,40,289.6735889670997,True,20.0,18.0,2.0,0.0,2024-09-28 10:40:24.920282,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
20.0,40,289.3854578978589,True,20.0,18.0,3.0,0.0,2024-09-28 10:23:07.648432,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
20.0,40,288.6490605318479,True,20.0,18.0,4.0,0.0,2024-09-28 09:38:56.617915,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
20.0,40,288.42444463626924,True,20.0,18.0,5.0,0.7467104339359967,2024-09-28 09:25:28.000691,2024-09-16 09:00:00,2024-09-16 09:44:48.157562
20.0,40,288.2190766571412,True,20.0,18.0,6.0,1.7264307692683545,2024-09-28 09:13:08.675966,2024-09-16 09:00:00,2024-09-16 10:43:35.150769
20.0,40,288.0174181888646,True,20.0,18.0,7.0,2.9109706553411456,2024-09-28 09:01:02.705480,2024-09-16 09:00:00,2024-09-16 11:54:39.494359
20.0,40,287.82093110165675,True,20.0,18.0,8.0,4.296060607965172,2024-09-28 08:49:15.351966,2024-09-16 09:00:00,2024-09-16 13:17:45.818189
20.0,40,287.63446677010717,True,20.0,18.0,9.0,5.885501752804958,2024-09-28 08:38:04.080372,2024-09-16 09:00:00,2024-09-16 14:53:07.806310
20.0,40,287.4619878072384,True,20.0,18.0,10.0,7.684565314636188,2024-09-28 08:27:43.156106,2024-09-16 09:00:00,2024-09-16 16:41:04.435133
20.0,40,287.3036355818815,True,20.0,18.0,11.0,9.695348706719283,2024-09-28 08:18:13.088095,2024-09-16 09:00:00,2024-09-16 18:41:43.255344
20.0,40,287.15464532985476,True,20.0,18.0,12.0,11.915104633637384,2024-09-28 08:09:16.723187,2024-09-16 09:00:00,2024-09-16 20:54:54.376681
20.0,40,287.006129077858,True,20.0,18.0,13.0,14.337741565661378,2024-09-28 08:00:22.064680,2024-09-16 09:00:00,2024-09-16 23:20:15.869636
20.0,40,286.84661581989275,True,20.0,18.0,14.0,16.95727282005174,2024-09-28 07:50:47.816952,2024-09-16 09:00:00,2024-09-17 01:57:26.182152
20.0,40,286.66232666291006,True,20.0,18.0,15.0,19.77106811389369,2024-09-28 07:39:44.375986,2024-09-16 09:00:00,2024-09-17 04:46:15.845210
20.0,40,286.4373436890977,True,20.0,18.0,16.0,22.784182017524913,2024-09-28 07:26:14.437281,2024-09-16 09:00:00,2024-09-17 07:47:03.055263
20.0,40,286.1588978623473,True,20.0,18.0,17.0,26.020029736660987,2024-09-28 07:09:32.032304,2024-09-16 09:00:00,2024-09-17 11:01:12.107052
20.0,40,285.82765558771814,True,20.0,18.0,18.0,29.536705038209483,2024-09-28 06:49:39.560116,2024-09-16 09:00:00,2024-09-17 14:32:12.138138
20.0,40,285.4626374731672,True,20.0,18.0,19.0,33.43810337778286,2024-09-28 06:27:45.494903,2024-09-16 09:00:00,2024-09-17 18:26:17.172160
20.0,40,285.0928077836879,True,20.0,18.0,20.0,37.87462441098541,2024-09-28 06:05:34.108021,2024-09-16 09:00:00,2024-09-17 22:52:28.647880
20.0,40,284.72276172255374,True,20.0,18.0,21.0,43.039348551752774,2024-09-28 05:43:21.942201,2024-09-16 09:00:00,2024-09-18 04:02:21.654786
20.0,40,284.27503693472244,True,20.0,18.0,22.0,49.15336024238526,2024-09-28 05:16:30.132965,2024-09-16 09:00:00,2024-09-18 10:09:12.096873
20.0,40,283.84379694505935,True,20.0,18.0,23.0,56.451842158804425,2024-09-28 04:50:37.669002,2024-09-16 09:00:00,2024-09-18 17:27:06.631772
20.0,40,282.9272140526546,True,20.0,18.0,24.0,65.08537294439735,2024-09-28 03:55:37.970590,2024-09-16 09:00:00,2024-09-19 02:05:07.342600
20.0,40,279.63368160154187,True,20.0,18.0,25.0,74.53808636687279,2024-09-28 00:38:01.253766,2024-09-16 09:00:00,2024-09-19 11:32:17.110921
20.0,40,276.6222283574506,True,20.0,18.0,26.0,83.2186892080825,2024-09-27 21:37:20.022087,2024-09-16 09:00:00,2024-09-19 20:13:07.281149
20.0,40,277.41137537884526,True,20.0,18.0,27.0,89.81081417981581,2024-09-27 22:24:40.951364,2024-09-16 09:00:00,2024-09-20 02:48:38.931047
20.0,40,278.9966327204243,True,20.0,18.0,28.0,94.61440065592087,2024-09-27 23:59:47.877794,2024-09-16 09:00:00,2024-09-20 07:36:51.842361
20.0,40,280.5993954408533,True,20.0,18.0,29.0,98.79875419798434,2024-09-28 01:35:57.823587,2024-09-16 09:00:00,2024-09-20 11:47:55.515113
20.0,40,282.2420434735933,True,20.0,18.0,30.0,103.55929980215483,2024-09-28 03:14:31.356505,2024-09-16 09:00:00,2024-09-20 16:33:33.479288
20.0,40,283.9791106582432,True,20.0,18.0,31.0,110.06957210393227,2024-09-28 04:58:44.798370,2024-09-16 09:00:00,2024-09-20 23:04:10.459574
20.0,40,285.3714413903273,True,20.0,18.0,32.0,119.5229955443312,2024-09-28 06:22:17.189005,2024-09-16 09:00:00,2024-09-21 08:31:22.783960
20.0,40,284.54335360345124,True,20.0,18.0,33.0,132.6562479385473,2024-09-28 05:32:36.072972,2024-09-16 09:00:00,2024-09-21 21:39:22.492579
20.0,40,283.5332660260391,True,20.0,18.0,34.0,149.21911655308367,2024-09-28 04:31:59.757694,2024-09-16 09:00:00,2024-09-22 14:13:08.819591
20.0,40,282.89240757370715,True,20.0,18.0,35.0,168.47474144816547,2024-09-28 03:53:32.667265,2024-09-16 09:00:00,2024-09-23 09:28:29.069213
20.0,40,282.6175620452721,True,20.0,18.0,36.0,189.72020786293638,2024-09-28 03:37:03.223363,2024-09-16 09:00:00,2024-09-24 06:43:12.748307
20.0,40,282.61313749594456,True,20.0,18.0,37.0,212.33066866623332,2024-09-28 03:36:47.294985,2024-09-16 09:00:00,2024-09-25 05:19:50.407198
20.0,40,282.72335049338034,True,20.0,18.0,38.0,235.70271871908037,2024-09-28 03:43:24.061776,2024-09-16 09:00:00,2024-09-26 04:42:09.787389
20.0,40,282.75789774421594,True,20.0,18.0,39.0,259.2649714205337,2024-09-28 03:45:28.431879,2024-09-16 09:00:00,2024-09-27 04:15:53.897114
26.0,10,5.925451488105906,True,26.0,28.0,0.0,0.0,2024-09-16 14:55:31.625357,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
26.0,10,5.981472788575708,True,26.0,28.0,1.0,0.13358358006353344,2024-09-16 14:58:53.302039,2024-09-16 09:00:00,2024-09-16 09:08:00.900888
26.0,10,6.071076969181733,True,26.0,28.0,2.0,0.5122271164408427,2024-09-16 15:04:15.877089,2024-09-16 09:00:00,2024-09-16 09:30:44.017619
26.0,10,6.2060224537003625,True,26.0,28.0,3.0,1.0811024876160957,2024-09-16 15:12:21.680833,2024-09-16 09:00:00,2024-09-16 10:04:51.968955
26.0,10,6.381014347088525,True,26.0,28.0,4.0,1.7622785016273714,2024-09-16 15:22:51.651650,2024-09-16 09:00:00,2024-09-16 10:45:44.202606
26.0,10,6.432430899624829,True,26.0,28.0,5.0,2.334824643271693,2024-09-16 15:25:56.751239,2024-09-16 09:00:00,2024-09-16 11:20:05.368716
26.0,10,6.476636994801677,True,26.0,28.0,6.0,2.913535517362787,2024-09-16 15:28:35.893181,2024-09-16 09:00:00,2024-09-16 11:54:48.727863
26.0,10,6.510644484077896,True,26.0,28.0,7.0,3.531403026684842,2024-09-16 15:30:38.320143,2024-09-16 09:00:00,2024-09-16 12:31:53.050896
26.0,10,6.28616692720142,True,26.0,28.0,8.0,4.033355009512004,2024-09-16 15:17:10.200938,2024-09-16 09:00:00,2024-09-16 13:02:00.078034
26.0,10,6.5660062845165665,True,26.0,28.0,9.0,5.2966773917274015,2024-09-16 15:33:57.622624,2024-09-16 09:00:00,2024-09-16 14:17:48.038610
26.0,20,28.600573109895578,True,26.0,28.0,0.0,0.0,2024-09-17 13:36:02.063196,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
26.0,20,28.65659441036538,True,26.0,28.0,1.0,0.13358358006353344,2024-09-17 13:39:23.739877,2024-09-16 09:00:00,2024-09-16 09:08:00.900888
26.0,20,28.746198590971407,True,26.0,28.0,2.0,0.5122271164408427,2024-09-17 13:44:46.314927,2024-09-16 09:00:00,2024-09-16 09:30:44.017619
26.0,20,28.881144075490035,True,26.0,28.0,3.0,1.0811024876160957,2024-09-17 13:52:52.118672,2024-09-16 09:00:00,2024-09-16 10:04:51.968955
26.0,20,29.056135968878195,True,26.0,28.0,4.0,1.7622785016273714,2024-09-17 14:03:22.089488,2024-09-16 09:00:00,2024-09-16 10:45:44.202606
26.0,20,29.107552521414505,True,26.0,28.0,5.0,2.334824643271693,2024-09-17 14:06:27.189077,2024-09-16 09:00:00,2024-09-16 11:20:05.368716
26.0,20,29.15175861659135,True,26.0,28.0,6.0,2.913535517362787,2024-09-17 14:09:06.331020,2024-09-16 09:00:00,2024-09-16 11:54:48.727863
26.0,20,29.185766105867568,True,26.0,28.0,7.0,3.531403026684842,2024-09-17 14:11:08.757981,2024-09-16 09:00:00,2024-09-16 12:31:53.050896
26.0,20,28.961288548991092,True,26.0,28.0,8.0,4.033355009512004,2024-09-17 13:57:40.638776,2024-09-16 09:00:00,2024-09-16 13:02:00.078034
26.0,20,29.24112790630624,True,26.0,28.0,9.0,5.2966773917274015,2024-09-17 14:14:28.060463,2024-09-16 09:00:00,2024-09-16 14:17:48.038610
26.0,20,29.13590698827593,True,26.0,28.0,10.0,6.46078536648626,2024-09-17 14:08:09.265158,2024-09-16 09:00:00,2024-09-16 15:27:38.827319
26.0,20,29.367551228072323,True,26.0,28.0,11.0,8.286593109090555,2024-09-17 14:22:03.184421,2024-09-16 09:00:00,2024-09-16 17:17:11.735193
26.0,20,29.42011470199005,True,26.0,28.0,12.0,10.25960597437187,2024-09-17 14:25:12.412927,2024-09-16 09:00:00,2024-09-16 19:15:34.581508
26.0,20,30.116173191111187,True,26.0,28.0,13.0,13.10577846334624,2024-09-17 15:06:58.223488,2024-09-16 09:00:00,2024-09-16 22:06:20.802468
26.0,20,29.698168120290404,True,26.0,28.0,14.0,14.948304910896873,2024-09-17 14:41:53.405233,2024-09-16 09:00:00,2024-09-16 23:56:53.897679
26.0,20,29.74255757199897,True,26.0,28.0,15.0,17.507005440871744,2024-09-17 14:44:33.207259,2024-09-16 09:00:00,2024-09-17 02:30:25.219587
26.0,20,30.276837694362975,True,26.0,28.0,16.0,20.863920810085162,2024-09-17 15:16:36.615700,2024-09-16 09:00:00,2024-09-17 05:51:50.114916
26.0,20,31.987605495437748,True,26.0,28.0,17.0,25.265772136385984,2024-09-17 16:59:15.379784,2024-09-16 09:00:00,2024-09-17 10:15:56.779691
26.0,20,30.555800584821146,True,26.0,28.0,18.0,25.959047947073508,2024-09-17 15:33:20.882105,2024-09-16 09:00:00,2024-09-17 10:57:32.572609
26.0,20,29.768618829410514,True,26.0,28.0,19.0,27.25203623255541,2024-09-17 14:46:07.027786,2024-09-16 09:00:00,2024-09-17 12:15:07.330437
26.0,30,71.1355582662694,True,26.0,28.0,0.0,0.0,2024-09-19 08:08:08.009759,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
26.0,30,71.1915795667392,True,26.0,28.0,1.0,0.13358358006353344,2024-09-19 08:11:29.686440,2024-09-16 09:00:00,2024-09-16 09:08:00.900888
26.0,30,71.28118374734522,True,26.0,28.0,2.0,0.5122271164408427,2024-09-19 08:16:52.261490,2024-09-16 09:00:00,2024-09-16 09:30:44.017619
26.0,30,71.41612923186385,True,26.0,28.0,3.0,1.0811024876160957,2024-09-19 08:24:58.065235,2024-09-16 09:00:00,2024-09-16 10:04:51.968955
26.0,30,71.59112112525203,True,26.0,28.0,4.0,1.7622785016273714,2024-09-19 08:35:28.036051,2024-09-16 09:00:00,2024-09-16 10:45:44.202606
26.0,30,71.64253767778831,True,26.0,28.0,5.0,2.334824643271693,2024-09-19 08:38:33.135640,2024-09-16 09:00:00,2024-09-16 11:20:05.368716
26.0,30,71.68674377296517,True,26.0,28.0,6.0,2.913535517362787,2024-09-19 08:41:12.277583,2024-09-16 09:00:00,2024-09-16 11:54:48.727863
26.0,30,71.7207512622414,True,26.0,28.0,7.0,3.531403026684842,2024-09-19 08:43:14.704544,2024-09-16 09:00:00,2024-09-16 12:31:53.050896
26.0,30,71.49627370536491,True,26.0,28.0,8.0,4.033355009512004,2024-09-19 08:29:46.585339,2024-09-16 09:00:00,2024-09-16 13:02:00.078034
26.0,30,71.77611306268005,True,26.0,28.0,9.0,5.2966773917274015,2024-09-19 08:46:34.007026,2024-09-16 09:00:00,2024-09-16 14:17:48.038610
26.0,30,71.67089214464976,True,26.0,28.0,10.0,6.46078536648626,2024-09-19 08:40:15.211721,2024-09-16 09:00:00,2024-09-16 15:27:38.827319
26.0,30,71.90253638444615,True,26.0,28.0,11.0,8.286593109090555,2024-09-19 08:54:09.130984,2024-09-16 09:00:00,2024-09-16 17:17:11.735193
26.0,30,71.95509985836387,True,26.0,28.0,12.0,10.25960597437187,2024-09-19 08:57:18.359490,2024-09-16 09:00:00,2024-09-16 19:15:34.581508
26.0,30,72.65115834748501,True,26.0,28.0,13.0,13.10577846334624,2024-09-19 09:39:04.170051,2024-09-16 09:00:00,2024-09-16 22:06:20.802468
26.0,30,72.23315327666423,True,26.0,28.0,14.0,14.948304910896873,2024-09-19 09:13:59.351796,2024-09-16 09:00:00,2024-09-16 23:56:53.897679
26.0,30,72.2775427283728,True,26.0,28.0,15.0,17.507005440871744,2024-09-19 09:16:39.153822,2024-09-16 09:00:00,2024-09-17 02:30:25.219587
26.0,30,72.8118228507368,True,26.0,28.0,16.0,20.863920810085162,2024-09-19 09:48:42.562263,2024-09-16 09:00:00,2024-09-17 05:51:50.114916
26.0,30,74.52259065181157,True,26.0,28.0,17.0,25.265772136385984,2024-09-19 11:31:21.326347,2024-09-16 09:00:00,2024-09-17 10:15:56.779691
26.0,30,73.09078574119496,True,26.0,28.0,18.0,25.959047947073508,2024-09-19 10:05:26.828668,2024-09-16 09:00:00,2024-09-17 10:57:32.572609
26.0,30,72.30360398578433,True,26.0,28.0,19.0,27.25203623255541,2024-09-19 09:18:12.974349,2024-09-16 09:00:00,2024-09-17 12:15:07.330437
26.0,30,74.34489663392087,True,26.0,28.0,20.0,31.809911477547047,2024-09-19 11:20:41.627882,2024-09-16 09:00:00,2024-09-17 16:48:35.681319
26.0,30,73.59284072888707,True,26.0,28.0,21.0,33.74777593969114,2024-09-19 10:35:34.226624,2024-09-16 09:00:00,2024-09-17 18:44:51.993383
26.0,30,75.159519124038,True,26.0,28.0,22.0,38.144145542937295,2024-09-19 12:09:34.268847,2024-09-16 09:00:00,2024-09-17 23:08:38.923955
26.0,30,75.26595325449915,True,26.0,28.0,23.0,41.092351635372474,2024-09-19 12:15:57.431716,2024-09-16 09:00:00,2024-09-18 02:05:32.465887
26.0,30,74.7312457422964,True,26.0,28.0,24.0,43.66750325308561,2024-09-19 11:43:52.484672,2024-09-16 09:00:00,2024-09-18 04:40:03.011711
26.0,30,77.75959934060944,True,26.0,28.0,25.0,50.31231999640315,2024-09-19 14:45:34.557626,2024-09-16 09:00:00,2024-09-18 11:18:44.351987
26.0,30,77.62536491793915,True,26.0,28.0,26.0,53.89855757417472,2024-09-19 14:37:31.313705,2024-09-16 09:00:00,2024-09-18 14:53:54.807267
26.0,30,77.70483383139947,True,26.0,28.0,27.0,58.10967043966076,2024-09-19 14:42:17.401793,2024-09-16 09:00:00,2024-09-18 19:06:34.813583
26.0,30,77.76061917487553,True,26.0,28.0,28.0,63.54809980294489,2024-09-19 14:45:38.229030,2024-09-16 09:00:00,2024-09-19 00:32:53.159291
26.0,30,82.12062998661676,True,26.0,28.0,29.0,74.65792373121776,2024-09-19 19:07:14.267952,2024-09-16 09:00:00,2024-09-19 11:39:28.525432
26.0,40,192.68345064690354,True,26.0,28.0,0.0,0.0,2024-09-24 09:41:00.422329,2024-09-16 09:00:00,2024-09-16 09:00:00.000000
26.0,40,192.73947194737335,True,26.0,28.0,1.0,0.13358358006353344,2024-09-24 09:44:22.099011,2024-09-16 09:00:00,2024-09-16 09:08:00.900888
26.0,40,192.82907612797936,True,26.0,28.0,2.0,0.5122271164408427,2024-09-24 09:49:44.674061,2024-09-16 09:00:00,2024-09-16 09:30:44.017619
26.0,40,192.96402161249802,True,26.0,28.0,3.0,1.0811024876160957,2024-09-24 09:57:50.477805,2024-09-16 09:00:00,2024-09-16 10:04:51.968955
26.0,40,193.13901350588617,True,26.0,28.0,4.0,1.7622785016273714,2024-09-24 10:08:20.448621,2024-09-16 09:00:00,2024-09-16 10:45:44.202606
26.0,40,193.19043005842246,True,26.0,28.0,5.0,2.334824643271693,2024-09-24 10:11:25.548210,2024-09-16 09:00:00,2024-09-16 11:20:05.368716
26.0,40,193.2346361535993,True,26.0,28.0,6.0,2.913535517362787,2024-09-24 10:14:04.690153,2024-09-16 09:00:00,2024-09-16 11:54:48.727863
26.0,40,193.26864364287553,True,26.0,28.0,7.0,3.531403026684842,2024-09-24 10:16:07.117114,2024-09-16 09:00:00,2024-09-16 12:31:53.050896
26.0,40,193.04416608599905,True,26.0,28.0,8.0,4.033355009512004,2024-09-24 10:02:38.997910,2024-09-16 09:00:00,2024-09-16 13:02:00.078034
26.0,40,193.3240054433142,True,26.0,28.0,9.0,5.2966773917274015,2024-09-24 10:19:26.419596,2024-09-16 09:00:00,2024-09-16 14:17:48.038610
26.0,40,193.2187845252839,True,26.0,28.0,10.0,6.46078536648626,2024-09-24 10:13:07.624291,2024-09-16 09:00:00,2024-09-16 15:27:38.827319
26.0,40,193.45042876508026,True,26.0,28.0,11.0,8.286593109090555,2024-09-24 10:27:01.543554,2024-09-16 09:00:00,2024-09-16 17:17:11.735193
26.0,40,193.50299223899802,True,26.0,28.0,12.0,10.25960597437187,2024-09-24 10:30:10.772060,2024-09-16 09:00:00,2024-09-16 19:15:34.581508
26.0,40,194.19905072811915,True,26.0,28.0,13.0,13.10577846334624,2024-09-24 11:11:56.582621,2024-09-16 09:00:00,2024-09-16 22:06:20.802468
26.0,40,193.78104565729836,True,26.0,28.0,14.0,14.948304910896873,2024-09-24 10:46:51.764366,2024-09-16 09:00:00,2024-09-16 23:56:53.897679
26.0,40,193.82543510900695,True,26.0,28.0,15.0,17.507005440871744,2024-09-24 10:49:31.566392,2024-09-16 09:00:00,2024-09-17 02:30:25.219587
26.0,40,194.35971523137096,True,26.0,28.0,16.0,20.863920810085162,2024-09-24 11:21:34.974833,2024-09-16 09:00:00,2024-09-17 05:51:50.114916
26.0,40,196.0704830324457,True,26.0,28.0,17.0,25.265772136385984,2024-09-24 13:04:13.738917,2024-09-16 09:00:00,2024-09-17 10:15:56.779691
26.0,40,194.63867812182912,True,26.0,28.0,18.0,25.959047947073508,2024-09-24 11:38:19.241239,2024-09-16 09:00:00,2024-09-17 10:57:32.572609
26.0,40,193.85149636641847,True,26.0,28.0,19.0,27.25203623255541,2024-09-24 10:51:05.386919,2024-09-16 09:00:00,2024-09-17 12:15:07.330437
26.0,40,195.892789014555,True,26.0,28.0,20.0,31.809911477547047,2024-09-24 12:53:34.040452,2024-09-16 09:00:00,2024-09-17 16:48:35.681319
26.0,40,195.1407331095212,True,26.0,28.0,21.0,33.74777593969114,2024-09-24 12:08:26.639194,2024-09-16 09:00:00,2024-09-17 18:44:51.993383
26.0,40,196.7074115046721,True,26.0,28.0,22.0,38.144145542937295,2024-09-24 13:42:26.681417,2024-09-16 09:00:00,2024-09-17 23:08:38.923955
26.0,40,196.81384563513328,True,26.0,28.0,23.0,41.092351635372474,2024-09-24 13:48:49.844286,2024-09-16 09:00:00,2024-09-18 02:05:32.465887
26.0,40,196.27913812293053,True,26.0,28.0,24.0,43.66750325308561,2024-09-24 13:16:44.897243,2024-09-16 09:00:00,2024-09-18 04:40:03.011711
26.0,40,199.30749172124357,True,26.0,28.0,25.0,50.31231999640315,2024-09-24 16:18:26.970196,2024-09-16 09:00:00,2024-09-18 11:18:44.351987
26.0,40,199.17325729857328,True,26.0,28.0,26.0,53.89855757417472,2024-09-24 16:10:23.726275,2024-09-16 09:00:00,2024-09-18 14:53:54.807267
26.0,40,199.25272621203362,True,26.0,28.0,27.0,58.10967043966076,2024-09-24 16:15:09.814363,2024-09-16 09:00:00,2024-09-18 19:06:34.813583
26.0,40,199.30851155550965,True,26.0,28.0,28.0,63.54809980294489,2024-09-24 16:18:30.641600,2024-09-16 09:00:00,2024-09-19 00:32:53.159291
26.0,40,203.6685223672509,True,26.0,28.0,29.0,74.65792373121776,2024-09-24 20:40:06.680522,2024-09-16 09:00:00,2024-09-19 11:39:28.525432
26.0,40,202.7081989657005,True,26.0,28.0,30.0,81.16030658506637,2024-09-24 19:42:29.516277,2024-09-16 09:00:00,2024-09-19 18:09:37.103706
26.0,40,209.74232463976477,True,26.0,28.0,31.0,95.77085094853544,2024-09-25 02:44:32.368703,2024-09-16 09:00:00,2024-09-20 08:46:15.063415
26.0,40,208.53796179872487,True,26.0,28.0,32.0,101.08824133860436,2024-09-25 01:32:16.662475,2024-09-16 09:00:00,2024-09-20 14:05:17.668819
